subject,predicate,object
C3812881,DIAGNOSES,C0017638
C0024204,PART_OF,C0020885
C1567665,CAUSES,C0009402
C0242379,CAUSES,C0041964
C0920616,PREDISPOSES,C0035648
C0028754,PROCESS_OF,C0030705
C0041365,PREDISPOSES,C0007102
C0009368,LOCATION_OF,C0424670
C0030705,OCCURS_IN,C0206728
C0027361,PROCESS_OF,C0031106
C0332448,ASSOCIATED_WITH,C1412182
C0040648,ISA,C3536909
C0019144,TREATS,C0009488
C1155874,AUGMENTS,C1333664
C0149889,TREATS,C0543467
C0022457,PART_OF,C0677984
C3813556,ASSOCIATED_WITH,C0009402
C0206695,TREATS,C0678812
C0002345,AFFECTS,C2982391
C1305188,LOCATION_OF,C0001418
C0005390,COEXISTS_WITH,C0055568
C0184661,TREATS,C0031154
C0018270,DISRUPTS,C1335624
C0685938,AFFECTS,C0743301
C0021376,COEXISTS_WITH(SPEC),C0010346
C0024432,INTERACTS_WITH,C3891660
C0282624,PRECEDES,C0282493
C1883256,ADMINISTERED_TO,C0001675
C0009402,ASSOCIATED_WITH,C1419705
C0007102,CAUSES,C0058187
C0037659,TREATS,C0030705
C0010346,ASSOCIATED_WITH(INFER),C1826449
C0024204,LOCATION_OF,C0205643
C0024660,PART_OF,C1420476
C2975148,CAUSES,C0162638
C0870602,PROCESS_OF,C0241863
C0334227,LOCATION_OF,C0014442
C0033684,PART_OF,C1334129
C1708747,ISA,C0221198
C0006826,TREATS,C0063034
C0020517,AFFECTS,C3658706
C4544822,ASSOCIATED_WITH,C1825598
C3539688,ASSOCIATED_WITH,C0007102
C0009319,TREATS,C0039736
C4321488,INTERACTS_WITH,C1416660
C0009402,ASSOCIATED_WITH,C0067228
C0021760,STIMULATES,C0966897
C0034885,DIAGNOSES,C0024485
C2744535,COEXISTS_WITH,C0085113
C0011685,INTERACTS_WITH,C0049506
C1422775,INTERACTS_WITH,C0812222
C0018935,DIAGNOSES,C0032580
C0206693,LOCATION_OF,C0013303
C1428949,ASSOCIATED_WITH,C0001418
C0007102,COEXISTS_WITH,C0686619
C0162638,CAUSES,C0625700
C0150905,PREDISPOSES,C0239946
C3658208,AFFECTS,C0022104
C0332853,TREATS,C0192751
C3714584,AFFECTS,C1825625
C0040300,LOCATION_OF,C0079419
C0009378,LOCATION_OF,C0587437
C0036916,PRECEDES,C0019693
C1335475,MANIFESTATION_OF,C0040137
C0012634,CAUSES,C0013922
C0671970,CAUSES,C0151436
C0599755,TREATS,C2985566
C0040808,TREATS,C0026809
C1417874,CAUSES,C0012860
C0015576,PART_OF,C0118111
C0023891,PROCESS_OF,C0679646
C0006826,LOCATION_OF,C0334227
C0005841,PREDISPOSES,C0919691
C0597984,LOCATION_OF,C1550227
C0600558,PRECEDES,C0043299
C1335837,AUGMENTS,C1319315
C1414988,STIMULATES,C0530979
C1333990,CAUSES,C4544822
C0033684,ASSOCIATED_WITH,C1882848
C0012634,ISA,C0282193
C0028778,LOCATION_OF,C0227391
C0030705,NEG_ADMINISTERED_TO,C0543467
C0026882,LOCATION_OF,C1423594
C0021051,DIAGNOSES,C0011900
C0666743,ISA,C0450442
C0682523,INTERACTS_WITH,C1420234
C0006826,ASSOCIATED_WITH,C0035696
C1440756,LOCATION_OF,C0597032
C0007621,ASSOCIATED_WITH,C0084913
C0074992,INTERACTS_WITH,C0005117
C0598934,AFFECTS,C0027651
C1826778,ASSOCIATED_WITH,C0007102
C0458219,COEXISTS_WITH,C0020538
C1422073,INHIBITS,C3538741
C0021843,AFFECTS,C0029473
C0040300,LOCATION_OF,C4082178
C1334703,COEXISTS_WITH,C0566602
C0006826,ASSOCIATED_WITH,C0021031
C0021044,USES,C0301363
C0052059,ISA,C0036733
C0178913,PART_OF,C0030705
C1424135,STIMULATES,C0073096
C0023903,PROCESS_OF,C0025932
C0279516,TREATS,C2959722
C3540595,INHIBITS,C0003242
C0028778,LOCATION_OF,C0227388
C0005390,DISRUPTS,C1522009
C0009402,ASSOCIATED_WITH,C1419746
C3472608,ASSOCIATED_WITH,C3470496
C3536985,USES,C0013216
C0002144,USES,C0040732
C0014442,COEXISTS_WITH,C0004793
C0085104,USES,C0150775
C0009325,USES,C0581602
C0078988,ISA,C0015031
C2239176,ASSOCIATED_WITH,C1122016
C0036189,TREATS,C0006826
C1282538,USES,C0733796
C0027653,AFFECTS,C0007102
C0033822,TREATS,C3850079
C0024203,USES,C0182021
C1449575,METHOD_OF,C0007584
C0027651,CAUSES,C0762318
C0033822,ISA,C0039082
C0030705,NEG_ADMINISTERED_TO,C0087111
C0021390,COEXISTS_WITH,C1545588
C0858952,AFFECTS,C1422393
C0338106,DIAGNOSES,C0034606
C0028778,LOCATION_OF,C0227375
C0071649,LOCATION_OF,C1095592
C1825598,MEASURES,C0936012
C0035696,ASSOCIATED_WITH(SPEC),C0009402
C0028259,COEXISTS_WITH,C0269102
C0193011,TREATS,C0006826
C0578022,PROCESS_OF,C0025266
C0034896,LOCATION_OF,C0000737
C0024432,LOCATION_OF,C2610960
C0012634,ISA,C0032460
C0030705,PROCESS_OF,C0333516
C0043094,AFFECTS,C0400966
C3539957,COEXISTS_WITH,C0525678
C0424595,LOCATION_OF,C1281569
C0936012,LOCATION_OF,C0018704
C0027651,COEXISTS_WITH,C0206696
C0024623,ASSOCIATED_WITH(SPEC),C3470354
C0149978,TREATS,C0085533
C1511790,TREATS,C0870646
C0596263,AFFECTS,C1536403
C0006141,LOCATION_OF,C2939419
C0005615,STIMULATES,C0521974
C0007621,COEXISTS_WITH,C1516197
C0068355,PRODUCES,C0596570
C0003232,INHIBITS,C1416521
C0153446,PROCESS_OF,C0679646
C0333355,CAUSES,C0010377
C0012644,PROCESS_OF,C0012634
C0085652,PROCESS_OF,C0025266
C0162638,PROCESS_OF,C0030705
C0007766,AFFECTS(SPEC),C2681352
C0671970,TREATS,C0007102
C0442867,ISA,C0006142
C0672250,ASSOCIATED_WITH,C0238196
C0184661,ADMINISTERED_TO,C0582175
C0003615,ASSOCIATED_WITH,C0000737
C0007090,INTERACTS_WITH,C1259459
C0030705,LOCATION_OF,C0163275
C0598935,NEG_AFFECTS,C0162638
C1705504,AFFECTS,C0221198
C0877373,PREDISPOSES,C1413336
C0029401,COEXISTS_WITH,C0029453
C0086409,PROCESS_OF(SPEC),C0009402
C0007621,LOCATION_OF,C0205054
C0257137,NEG_LOCATION_OF,C3496194
C0085387,INTERACTS_WITH,C0012091
C0007584,USES,C1704263
C0220825,USES,C0031150
C0877373,TREATS(INFER),C0193883
C0012634,COMPLICATES,C0007113
C0021760,CAUSES,C1523298
C0596290,AUGMENTS,C1335624
C0041904,AFFECTS,C1333237
C1511790,USES,C0025080
C0221198,AUGMENTS,C0965245
C0543488,PROCESS_OF,C0334866
C0596473,AFFECTS,C0031809
C1517940,CAUSES,C0016344
C0018150,AFFECTS,C0013203
C0030660,PREDISPOSES,C0948380
C0004364,NEG_PROCESS_OF,C0599755
C0039198,DISRUPTS,C3540595
C0009375,DIAGNOSES,C0813145
C0021390,TREATS(INFER),C2987634
C0201811,DIAGNOSES,C0032584
C0030705,PART_OF,C0026473
C4522252,PROCESS_OF,C0020517
C0030705,PART_OF,C1423524
C0015252,PRECEDES,C0009274
C0008018,MANIFESTATION_OF,C0332448
C0920779,COEXISTS_WITH,C0162529
C0871261,AFFECTS,C0040649
C0879290,PART_OF,C0086860
C0009402,ASSOCIATED_WITH,C1420645
C1155874,DISRUPTS,C0013089
C0027651,ASSOCIATED_WITH,C1417663
C1402294,AFFECTS,C1517940
C0334044,TREATS(SPEC),C0543467
C0027651,LOCATION_OF,C0029939
C2352110,INTERACTS_WITH,C0040616
C0025266,TREATS,C0220908
C1431519,ASSOCIATED_WITH,C0006826
C3272607,ASSOCIATED_WITH,C4055105
C0334108,COEXISTS_WITH,C0019247
C4521453,DIAGNOSES,C0153685
C0877248,AFFECTS,C1882413
C0024623,ISA,C0012243
C0475358,LOCATION_OF,C0017344
C0015252,HIGHER_THAN,C0015252
C0027651,LOCATION_OF,C0029974
C2744535,COMPARED_WITH,C0546535
C0170127,LOCATION_OF,C0026809
C0007102,ASSOCIATED_WITH,C1412323
C3470691,PART_OF,C1101610
C0007113,TREATS(SPEC),C0010408
C0007102,ASSOCIATED_WITH,C1412322
C0007102,ASSOCIATED_WITH,C1412324
C0220825,COEXISTS_WITH,C0436226
C0184918,TREATS(INFER),C0035648
C0030705,PROCESS_OF,C1306468
C0376358,TREATS,C0279025
C0004482,USES,C1704532
C0193062,TREATS,C0346975
C0376358,TREATS,C0279027
C1420744,STIMULATES,C0250400
C0521989,PROCESS_OF,C1516213
C0023884,LOCATION_OF,C0041618
C0671970,TREATS,C0007113
C0021368,COEXISTS_WITH,C2118460
C0221198,ISA,C0027830
C0152060,USES,C0348000
C0179799,TREATS,C3495919
C0475358,LOCATION_OF,C0017337
C0014912,AUGMENTS,C0006826
C0026882,COEXISTS_WITH,C1523298
C0030705,PROCESS_OF,C1306460
C0030705,PART_OF,C1423506
C0746405,LOCATION_OF,C0001625
C0334357,COEXISTS_WITH,C0032580
C0030705,PROCESS_OF,C1306459
C0039070,CAUSES,C0042510
C0006826,PROCESS_OF,C2348001
C0039070,CAUSES,C0042514
C1414662,AUGMENTS,C0014139
C3470388,PREDISPOSES,C0009402
C1522449,AFFECTS,C0007621
C0153470,PART_OF,C0332853
C0012634,PREDISPOSES,C0442726
C1504515,PROCESS_OF,C0030705
C0020885,LOCATION_OF,C0278803
C0043240,PRODUCES,C2744579
C0021843,CAUSES,C1511790
C0009402,ASSOCIATED_WITH,C0165519
C0002085,ASSOCIATED_WITH,C0027651
C0021376,COEXISTS_WITH(SPEC),C0009324
C0011065,CAUSES,C2699153
C0033713,INTERACTS_WITH,C0080298
C0149978,AFFECTS,C0600558
C0948380,AUGMENTS,C1506592
C0080058,PART_OF,C0029005
C0087111,AFFECTS,C0007097
C0596290,DISRUPTS,C1426669
C1539835,COEXISTS_WITH,C1423506
C0030705,PROCESS_OF,C0678034
C0267792,ISA,C0019163
C0445623,ISA,C0016832
C0006104,LOCATION_OF,C1997217
C0079419,INTERACTS_WITH,C3891218
C1257975,INTERACTS_WITH,C0021760
C1539479,PART_OF,C0014597
C0040669,USES,C0681814
C4054230,PREDISPOSES,C0035648
C0021368,CAUSES,C0021390
C1414672,CAUSES,C0007102
C0085533,TREATS(INFER),C0278544
C0149871,COEXISTS_WITH,C0011847
C0030705,LOCATION_OF,C0006560
C2744535,AUGMENTS,C0013203
C0030705,PART_OF,C0447187
C0050668,TREATS,C0948380
C0184511,COEXISTS_WITH,C0020538
C0027361,PROCESS_OF,C0153446
C0079083,TREATS,C0030705
C0679225,ASSOCIATED_WITH,C2681352
C0009378,ADMINISTERED_TO,C0037047
C0023418,AFFECTS(SPEC),C0007134
C0007130,NEG_PART_OF,C1425328
C0030705,AFFECTS,C0301872
C3897381,LOCATION_OF,C0229671
C0037179,PART_OF,C0934502
C0016360,COMPARED_WITH,C0025598
C0009402,COEXISTS_WITH,C2939419
C0030705,INTERACTS_WITH,C0080103
C0006826,AFFECTS,C0038351
C0023418,AFFECTS(SPEC),C0007137
C0007367,INTERACTS_WITH,C0599757
C0680395,PROCESS_OF,C0006826
C0666743,TREATS,C0032568
C0027651,TREATS,C1273550
C0014609,LOCATION_OF,C0012634
C0007097,TREATS,C0017118
C2676768,INTERACTS_WITH,C1417178
C0392209,TREATS,C0038039
C0060656,PREVENTS,C0001339
C0024109,LOCATION_OF,C0948380
C0045093,NEG_AFFECTS,C0007600
C1413963,AFFECTS,C0598934
C0030705,ADMINISTERED_TO,C1880510
C0333977,ASSOCIATED_WITH,C1421565
C0333355,CAUSES,C0009324
C0280100,TREATS,C0013227
C0235329,CAUSES,C1096061
C0007600,PART_OF,C1550101
C2936494,ISA,C1101610
C0920269,AFFECTS,C1335686
C0023206,COEXISTS_WITH,C0032594
C0027361,NEG_PROCESS_OF,C0006826
C1826251,LOCATION_OF,C0008662
C0030705,PROCESS_OF,C0020672
C0664336,ASSOCIATED_WITH,C0027651
C1321132,TREATS,C0038317
C0012243,TREATS,C0023401
C0009375,TREATS,C1700929
C0025598,PREDISPOSES,C0494165
C0004936,NEG_ASSOCIATED_WITH,C1423506
C0193883,ADMINISTERED_TO,C0030705
C0027651,ASSOCIATED_WITH,C0069515
C1292533,LOCATION_OF,C3470496
C0030705,PROCESS_OF,C0020676
C0000833,CAUSES,C0021845
C1457887,LOCATION_OF,C0021853
C0227386,LOCATION_OF,C1096155
C0812425,DIAGNOSES,C0006826
C0042172,COEXISTS_WITH,C1567665
C2064225,TREATS(INFER),C0392920
C0385242,USES,C2827774
C1417892,ASSOCIATED_WITH,C2239176
C0596473,DIAGNOSES,C0346429
C2349249,TREATS(INFER),C0007113
C0027686,PREDISPOSES,C0265126
C0006826,ISA,C0037088
C1302401,NEG_PREVENTS,C0032042
C0003461,LOCATION_OF,C1709246
C2936272,ASSOCIATED_WITH,C1519680
C0016234,USES(SPEC),C0035622
C0221198,ISA,C0267375
C1273550,TREATS,C0030705
C0007130,COEXISTS_WITH,C0149889
C0380162,PRODUCES,C1319315
C0009324,COEXISTS_WITH,C1265823
C1701790,AUGMENTS,C1157190
C0009402,TREATS,C1535597
C0009402,TREATS,C0031701
C0071649,TREATS,C1302401
C0184893,TREATS,C0019080
C0334108,LOCATION_OF,C1185740
C1999167,LOCATION_OF,C1825598
C0026882,PROCESS_OF,C0015576
C0004391,DISRUPTS,C0065391
C0010834,PART_OF,C1413260
C0518214,TREATS,C1273869
C1418401,ASSOCIATED_WITH,C0948380
C2744579,PRODUCES,C0043240
C0009319,CAUSES,C0599220
C0699790,ASSOCIATED_WITH,C0081714
C0009402,MEASURES,C2603343
C0018894,PART_OF,C0024296
C4543702,PART_OF,C1517495
C3840882,PROCESS_OF,C0599755
C0032580,PART_OF,C1423524
C2681105,INTERACTS_WITH,C0033684
C0021390,COEXISTS_WITH,C0555307
C0559546,PREVENTS,C0036078
C1420239,PREDISPOSES,C0598934
C0185115,TREATS,C0024623
C1155873,AFFECTS,C0162772
C0018270,DISRUPTS,C0058361
C0030705,ISA,C0870602
C0009653,USES,C0183516
C0030705,PART_OF,C1423594
C2986592,TREATS,C0030705
C0005117,STIMULATES,C1564904
C1292533,PART_OF,C2239176
C0001418,NEG_ASSOCIATED_WITH,C0017337
C0030705,NEG_PART_OF,C0079722
C0750952,PROCESS_OF,C0001675
C1336647,LOCATION_OF,C0040300
C1418715,LOCATION_OF,C0040300
C0026809,PART_OF,C0042449
C0011900,DIAGNOSES,C0006826
C1699656,DIAGNOSES,C0034606
C2700280,PROCESS_OF,C0009402
C0023828,DISRUPTS,C0027651
C0071649,INTERACTS_WITH,C0032594
C4054230,DIAGNOSES,C0024485
C1622501,CAUSES,C1419422
C1539429,LOCATION_OF,C4277548
C1414805,INTERACTS_WITH,C0018284
C4055086,DIAGNOSES,C0024485
C0445623,AFFECTS,C0012634
C0006142,ASSOCIATED_WITH,C0079427
C0030288,LOCATION_OF,C0001418
C4050026,TREATS,C0030705
C0221198,ISA,C2987120
C0013227,TREATS,C0021368
C0877248,PREVENTS,C0023690
C0038351,AFFECTS(SPEC),C0009402
C0006142,ISA,C0006826
C0085584,CAUSES,C0030547
C0021853,LOCATION_OF,C1879646
C0007102,ASSOCIATED_WITH,C1426941
C0020517,COEXISTS_WITH,C2064225
C0021853,LOCATION_OF,C0180022
C1539782,INHIBITS,C1825468
C0178874,AFFECTS,C1513838
C0007102,TREATS,C0184661
C0919691,PREDISPOSES,C0003211
C0153690,TREATS(INFER),C0002771
C1305188,LOCATION_OF(SPEC),C0279702
C0021368,DIAGNOSES,C0399805
C0030705,ADMINISTERED_TO,C0399623
C0009368,PART_OF,C1414459
C0040577,LOCATION_OF,C0229671
C1419379,LOCATION_OF,C0599779
C1824430,AFFECTS,C0009319
C0334094,AFFECTS,C0220781
C0524865,PRECEDES,C0543467
C0027950,INTERACTS_WITH,C0011519
C1119918,INTERACTS_WITH,C0082699
C0086982,PROCESS_OF,C1510779
C0025202,AFFECTS(SPEC),C0027819
C0024432,LOCATION_OF,C1512948
C0073432,AFFECTS,C0006826
C0087044,NEG_ASSOCIATED_WITH,C0009402
C0009402,PREVENTS,C0003161
C0184661,TREATS(INFER),C0948380
C0664589,INTERACTS_WITH,C0164786
C0011135,ASSOCIATED_WITH,C0348898
C0001175,PROCESS_OF,C0025266
C0007102,ASSOCIATED_WITH,C1823635
C0001418,ASSOCIATED_WITH,C1537899
C0814997,LOCATION_OF,C0599752
C1869153,INTERACTS_WITH,C0248813
C0450442,ISA,C0042397
C1414672,ASSOCIATED_WITH,C0009402
C0021760,INTERACTS_WITH,C0772289
C1823649,INHIBITS,C0069717
C1564904,LOCATION_OF,C0040300
C1414805,INTERACTS_WITH,C0018296
C0007621,DISRUPTS,C1421304
C0221423,ISA,C0027651
C1425291,NEG_INTERACTS_WITH,C0021760
C0072460,ASSOCIATED_WITH,C1319315
C0280100,COEXISTS_WITH,C0267792
C1155266,COEXISTS_WITH,C0009402
C0230284,PART_OF,C0015641
C2986594,CAUSES,C0004519
C0027651,TREATS,C0006098
C0007090,LOCATION_OF,C0086418
C0740721,PREDISPOSES,C0679246
C0013089,INHIBITS,C0012863
C0699889,COEXISTS_WITH,C1512430
C1424250,INHIBITS,C0021760
C0030705,PROCESS_OF,C0546333
C3470867,CONVERTS_TO,C3812373
C1705504,PREDISPOSES,C0178874
C0030705,PROCESS_OF,C0029089
C0334227,AFFECTS,C1417746
C0021390,PRECEDES,C0009402
C0796563,TREATS,C0029209
C0007113,ASSOCIATED_WITH,C1416799
C0243082,PROCESS_OF,C0030705
C0150312,AUGMENTS,C0967223
C0333288,LOCATION_OF,C1550291
C0870602,AFFECTS,C0085533
C1425830,MEASURES,C0005863
C0030797,LOCATION_OF,C0686619
C0149978,TREATS(INFER),C0193062
C0178913,LOCATION_OF,C1416991
C0007102,ASSOCIATED_WITH,C1412356
C0030705,OCCURS_IN,C0206693
C0011135,AFFECTS,C0027341
C0030012,CAUSES,C0243144
C0338656,PROCESS_OF,C1516213
C0007113,AFFECTS,C0184918
C0948380,TREATS(INFER),C0920425
C0030705,TREATS,C0166059
C0006826,PREDISPOSES,C3816499
C0009319,TREATS,C1955822
C0529334,DISRUPTS,C0007595
C1101610,ASSOCIATED_WITH,C0596263
C0014441,MEASURES,C0071216
C0010656,STIMULATES,C1367307
C0740178,LOCATION_OF,C0022877
C1397014,ASSOCIATED_WITH,C0058989
C1882062,ISA,C0027831
C0028778,TREATS,C0085678
C0220908,TREATS(INFER),C0566602
C0020281,INTERACTS_WITH,C0162772
C0014859,AFFECTS,C0027651
C0003392,USES,C1510438
C0442797,TREATS,C0013216
C0278535,TREATS,C0015252
C0085113,COEXISTS_WITH,C2744535
C0021853,LOCATION_OF,C0879626
C0007090,INTERACTS_WITH,C0029016
C0013227,NEG_TREATS,C3816499
C0016263,MEASURES,C0027540
C1538561,LOCATION_OF,C0030705
C0004611,LOCATION_OF,C0031093
C1516119,DISRUPTS,C0030013
C3815646,STIMULATES,C0525037
C1424999,AFFECTS,C2610186
C0025517,COEXISTS_WITH,C0009402
C0995188,TREATS,C2939419
C0301872,NEG_AFFECTS,C0013216
C0879389,INTERACTS_WITH,C0170127
C0006104,LOCATION_OF,C0043047
C3272528,PROCESS_OF,C0030705
C3813051,LOCATION_OF,C0040300
C1564904,LOCATION_OF,C0039194
C0017337,STIMULATES,C0079419
C0030705,PROCESS_OF,C0020295
C0006104,LOCATION_OF,C0948380
C4055506,CAUSES,C0684287
C0026724,LOCATION_OF,C0085255
C3849574,ASSOCIATED_WITH,C0948380
C1325318,LOCATION_OF,C0014609
C0079419,COEXISTS_WITH,C0035668
C0087111,TREATS,C0277565
C1302401,MANIFESTATION_OF,C0001418
C0017797,LOCATION_OF,C1258005
C0030705,TREATS,C2242628
C0391860,LOCATION_OF,C0227395
C0001792,PROCESS_OF,C0278480
C0014175,CAUSES,C0015895
C1428200,AFFECTS,C0027651
C0877373,TREATS(INFER),C3827142
C0079427,PREDISPOSES,C0009402
C0013227,HIGHER_THAN,C3539957
C0182953,TREATS,C0006826
C0522224,ISA,C0235031
C0007600,LOCATION_OF,C0388088
C0812198,STIMULATES,C1831992
C0018270,DISRUPTS,C1311906
C0020580,DIAGNOSES,C0024485
C3272283,COEXISTS_WITH,C0238421
C0016360,INTERACTS_WITH,C2744535
C0001430,COEXISTS_WITH,C0027651
C1708747,CAUSES,C1258215
C0428152,USES,C3810537
C0525033,AFFECTS,C0022104
C2939419,CAUSES,C0149925
C0021758,STIMULATES,C1667752
C0012929,HIGHER_THAN,C0012929
C3272517,INTERACTS_WITH,C0034289
C1565489,CAUSES,C0069717
C0021585,ISA,C0023047
C1425516,STIMULATES,C0021740
C0013227,ISA,C0301869
C4055506,LOCATION_OF,C1704247
C0006826,TREATS,C0543467
C0699791,COEXISTS_WITH,C4318618
C1319315,PROCESS_OF,C0679646
C0003062,PROCESS_OF,C0013470
C0005615,AFFECTS,C0001418
C1420639,LOCATION_OF,C0040300
C0030705,TREATS,C1443775
C0877441,DIAGNOSES,C3899629
C0301872,AFFECTS,C0178874
C0034760,INTERACTS_WITH,C0025598
C1710038,USES,C4055433
C0205082,DIAGNOSES,C4331246
C3539125,COEXISTS_WITH,C0079427
C0034603,LOCATION_OF,C2936599
C0028259,LOCATION_OF,C0030851
C0205054,LOCATION_OF,C0018915
C0227375,LOCATION_OF,C0677930
C0915024,AFFECTS,C0011860
C0014597,PROCESS_OF,C0013081
C0021083,TREATS,C0280100
C0006826,TREATS,C0567400
C0494165,TREATS,C1883256
C0017337,CAUSES,C0024117
C0012984,PROCESS_OF,C0003463
C0679646,ADMINISTERED_TO,C1882982
C0001551,TREATS,C0679246
C0032584,LOCATION_OF,C0009402
C0205054,LOCATION_OF,C0018920
C0796392,COMPARED_WITH,C0032042
C0032897,ISA,C0028754
C1368999,COEXISTS_WITH,C0006826
C1519255,ISA,C0877248
C0002055,INTERACTS_WITH,C0071649
C0030705,PROCESS_OF,C0019247
C1457887,TREATS,C0242402
C0040808,USES,C0007584
C0009402,PROCESS_OF,C0949366
C0009402,TREATS,C1173590
C0030705,PART_OF,C0266642
C0544420,INTERACTS_WITH,C0032521
C0002871,COEXISTS_WITH,C0021843
C4330475,INTERACTS_WITH,C0017687
C0009319,COEXISTS_WITH,C0302158
C0184666,METHOD_OF,C1700929
C0030705,PROCESS_OF,C0333450
C0019682,PROCESS_OF(SPEC),C0153446
C0009402,AUGMENTS,C1417595
C4054667,PROCESS_OF,C0030705
C0010200,LOCATION_OF,C0225706
C0024814,ASSOCIATED_WITH,C1538072
C0007130,COEXISTS_WITH,C0267561
C0036387,LOCATION_OF,C0086692
C0015258,TREATS,C3472375
C3887634,INTERACTS_WITH,C0057470
C0460048,TREATS,C0184661
C0007621,PROCESS_OF,C0024660
C0002903,TREATS(INFER),C4318618
C0150312,PROCESS_OF,C0599755
C0013227,AUGMENTS,C0420338
C0182400,USES,C1510438
C0013227,TREATS,C0079488
C0278704,ISA,C0019621
C0087086,COEXISTS_WITH,C0948380
C0265338,PROCESS_OF,C0030705
C0036733,TREATS,C0030705
C0001418,ISA,C0206681
C0599755,PROCESS_OF,C0153594
C0022735,TREATS(INFER),C1522577
C0009402,PROCESS_OF,C2699414
C2610958,LOCATION_OF,C1956422
C0030705,TREATS,C0455052
C1539143,COEXISTS_WITH,C1310550
C0543467,ISA,C2037866
C0994638,LOCATION_OF,C0009368
C0677898,PROCESS_OF,C0027361
C0205643,PROCESS_OF,C0030705
C0013227,ISA,C1268567
C0166059,LOCATION_OF,C0014609
C0027021,LOCATION_OF,C0021839
C0023895,PREVENTS,C0022924
C0679646,PROCESS_OF,C0153446
C0003614,ISA,C0205695
C0009566,PREDISPOSES,C1861172
C0080274,PROCESS_OF,C0870602
C0001418,ISA,C0206686
C0150312,PREDISPOSES,C2939419
C0598658,INHIBITS,C0072460
C0966897,ASSOCIATED_WITH,C1832661
C1332070,AFFECTS,C0596611
C0003130,ASSOCIATED_WITH,C1101610
C1516119,INHIBITS,C0027303
C0677874,NEG_PROCESS_OF,C0030705
C0948380,AFFECTS,C0015252
C0524889,INTERACTS_WITH,C0039194
C0037995,ISA,C0543467
C0013227,INTERACTS_WITH,C2350360
C1539143,ASSOCIATED_WITH,C1516670
C0184661,HIGHER_THAN,C0393293
C1099354,AUGMENTS,C0007587
C0027651,OCCURS_IN,C0030705
C0007222,TREATS,C1513403
C0082529,DISRUPTS,C1518440
C0001418,ISA,C0206698
C1306459,LOCATION_OF,C1305188
C0001418,ISA,C0206696
C0334302,LOCATION_OF,C0038351
C0007634,ADMINISTERED_TO,C0034845
C0013227,USES,C1618912
C0072108,ASSOCIATED_WITH,C0027651
C0041365,PART_OF,C0007082
C0022885,MEASURES,C0015733
C0262967,USES,C0184661
C0027651,AFFECTS,C0017296
C0030705,TREATS(SPEC),C0009274
C0015252,TREATS,C0009932
C1457887,ISA,C0021831
C0026809,LOCATION_OF,C0014264
C1332244,LOCATION_OF,C0013303
C0596611,PROCESS_OF,C1414459
C0001418,ISA,C0206623
C0041538,USES,C0008551
C0684287,USES,C1510438
C3816499,PREDISPOSES,C0006826
C0029921,PROCESS_OF,C0027651
C0596290,AUGMENTS,C1428523
C3811629,LOCATION_OF,C4527316
C1539745,ASSOCIATED_WITH,C0006826
C0027651,LOCATION_OF,C0030797
C0227375,LOCATION_OF,C0311392
C0004391,LOCATION_OF,C0014597
C0040300,PART_OF,C0278484
C1700929,TREATS,C0334044
C0599755,PART_OF,C2827483
C0030705,ADMINISTERED_TO,C1880658
C0030705,PROCESS_OF,C0678236
C0006826,AFFECTS,C0028754
C0007134,TREATS,C1268567
C0021831,PROCESS_OF,C0683971
C0812235,ASSOCIATED_WITH,C0007113
C0282560,LOCATION_OF,C1414143
C0027361,TREATS,C0678812
C0746405,LOCATION_OF,C0025474
C0021083,NEG_AFFECTS,C0027651
C0043210,LOCATION_OF,C1332110
C0032580,ISA,C0345891
C0028778,PROCESS_OF,C0030705
C0220825,USES,C0021044
C0450442,ISA,C0003240
C0677984,TREATS,C0029209
C3495919,COEXISTS_WITH,C0333288
C0009402,ASSOCIATED_WITH,C1336763
C3715044,HIGHER_THAN,C3715044
C0015250,TREATS(INFER),C0006826
C0028754,PROCESS_OF,C0206194
C0021368,PRODUCES,C1570403
C0030705,PART_OF,C3266123
C0162429,AFFECTS,C0013621
C0009319,ISA,C0868908
C0023418,AFFECTS,C0630906
C4321237,PROCESS_OF,C0599755
C1446539,ADMINISTERED_TO,C0030705
C0024204,PART_OF,C0030797
C2064225,NEG_DIAGNOSES,C0184980
C0030705,LOCATION_OF,C1334508
C1705504,INTERACTS_WITH,C1310550
C0442874,COEXISTS_WITH,C0035648
C0009402,TREATS,C0810152
C0450442,ISA,C0003250
C0027396,AUGMENTS,C1155046
C0436307,TREATS,C0278499
C0004448,PROCESS_OF,C0596227
C0085732,TREATS,C0683465
C0043210,PROCESS_OF,C0332167
C0040808,METHOD_OF,C1708063
C2985398,AFFECTS,C0596263
C0009402,ASSOCIATED_WITH,C2674784
C3470592,INTERACTS_WITH,C1414405
C0549379,LOCATION_OF,C0003617
C1122962,AFFECTS(SPEC),C2936626
C0022457,INHIBITS,C0056503
C1424504,ASSOCIATED_WITH,C0006826
C3887461,ASSOCIATED_WITH(SPEC),C0068704
C0008519,PROCESS_OF,C0043210
C0079611,DIAGNOSES,C1334977
C0184661,TREATS(INFER),C0277556
C2239176,COEXISTS_WITH,C2939419
C1622501,AFFECTS,C0015153
C0524337,PROCESS_OF,C0232495
C1261287,DIAGNOSES,C0192653
C0193062,PRECEDES,C0282624
C2939419,AFFECTS,C0637802
C2744535,LOCATION_OF,C0027361
C0029921,PROCESS_OF,C0027627
