C0445117;Neoplasm present
C1420871;Lysine
C3812393;ERBB3 Receptor Protein-Tyrosine Kinase
C1719039;Manometry
C1333196;Severe Acute Respiratory Syndrome
C1417239;MPG gene
C0034693;Fc Receptor
C0193398;Liver Mucosa-Associated Lymphoid Tissue Lymphoma
C1333198;FOXO3 gene
C0007078;carbuncle
C0021376;Mucinous metaplasia
C1419892;Tumor Cell Invasion
C4054465;Solid Neoplasm
C1333190;Pancreas
C1419895;Malignant Neoplasms
C1998319;Hepatic
C1514521;DNA
C1431543;Neoplasms
C4042483;Bcl-2-Like Protein 11 human
C0179084;Anoscope
C1417246;Patients
C0007082;Stage IV Colorectal Cancer
C0337795;Austrians
C0806987;Spleen
C0686521;Benign neoplasm of paraganglion
C1417249;hepcidin
C0337799;Czech
C4054479;Liquid Biopsy
C0193388;Liver diseases
C0019069;Blood Coagulation Disorders
C0046666;23-seleno-25-homotaurocholic acid
C1418571;Conventional (Clear Cell) Renal Cell Carcinoma
C0019065;Pancreatic Fistula
C1417244;Anastomotic Leak
C1418576;Body tissue
C1515844;rhein
C4521000;Patients
C0007090;Functional disorder of intestine
C1333299;Patients
C0227353;Aspartate
C3657629;Neoplasms
C0022688;TNFRSF9 gene
C0022686;Apoptosis
C0020025;Diagnosis
C0020028;Teaching Hospitals
C0020027;Hospitals University
C0021358;Oncogenes
C0240320;medication use
C0021359;Interventional procedure
C0020029;colonoscopy
C1155631;Chromosome Condensation
C0242994;Paraffin Embedded Tissue
C1155632;Diastasis
C0020022;colonoscopy
C0034678;Cultured Cell Line
C0034677;Carcinogenesis
C0238003;Epithelioma
C0032019;Colorectal Carcinoma
C0746852;neuroendocrine cell cancer
C0746857;Patients
C0032000;Benign Neoplasm
C0032001;Acromegaly
C0240339;Plants
C0019046;Patients
C0021367;Therapeutic immunosuppression
C0007068;Curcumin
C0021368;multiple pathologies
C1333282;Hydrolysis
C3824143;proteasome complex disassembly
C0179199;Neoplasms
C4284739;Cessation of life
C1622204;AKR1A1 wt Allele
C1817569;Stem cells
C1549092;Ceramide Glucosyltransferase human
C0020030;Study
C0241657;Hemorrhage
C0457468;Lumbar spinal ganglion
C0032002;Pituitary Diseases
C0034665;HSP90AA1 gene
C0033333;Cancer Vaccines
C3812195;Colorectal Carcinoma
C0229992;Patients
C1880814;AES gene
C0019018;NF2 gene
C0936012;TCEA1 gene
C0684030;Immune System Processes
C0010682;Cystine
C0007033;Homo sapiens
C4054667;Colonic Neoplasms
C4282114;Small bowel bacterial overgrowth syndrome
C0022665;Liver
C4054664;Patients
C0019010;Hemodynamics
C0020006;Analysis
C1418761;Colon structure (body structure)
C4546318;Patients
C0227335;Gland
C0020008;Biometry
C0242972;MTUS1 gene
C0457431;Cohort
C0022661;Stereotactic Body Radiotherapy
C0179167;ASPIRATOR ULTRASONIC
C0022660;Renal function
C2697654;IL17RE gene
C0033325;Magnetic Resonance Imaging
C0034656;Pharmacotherapy
C0008370;Hypercholesterolemia
C1418776;TCFL5 gene
C0008372;Neoplasm Metastasis
C1167622;Stabilization
C0019029;Kidney Failure Acute
C1418779;Mitochondria
C0266929;Patients
C0240318;Patients
C1120972;GW 6471
C0227349;WNK1 gene
C0020013;Hospitals
C0008377;Colonic Neoplasms
C0022677;Kidney Tubules Proximal
C0020012;Retrospective Studies
C0021344;Anal warts
C0227348;Liver
C0242961;epidermal growth factor receptor signaling pathway
C0457447;Anastomosis of intestine large-to-anus
C3898410;PPP2R5E gene
C0242966;Malignant tumor of colon
C0022671;Kidney Failure
C4317559;World
C2697666;Early Diagnosis
C0035976;CATALASE
C0035973;Particle
C0948008;Dyspnea
C0202098;Acromegaly
C0011991;Gastrointestinal Diseases
C0227395;Metastatic melanoma
C0062941;Myeloid Leukemia Chronic
C0009671;Malignant Neoplasms
C0008340;Complication
C0771627;Malignant tumor of colon
C0227391;Large Mass
C0008342;Malignant Biliary Obstruction
C0936077;Patients
C1285092;TFF1 protein human
C0009676;Medical pathologist
C0023977;Negative
C0227398;Dissecting hemorrhage
C0046616;Protein Kinase C
C0022646;Cystadenocarcinoma Mucinous
C0033308;Colon Carcinoma
C0086908;Repetitive Region
C1394254;Anus
C0278907;Intractable diarrhea
C0035962;Rural Population
C0073603;Colorectal Carcinoma
C0034633;Adoptive Immunotherapy
C0011993;Tumor Burden
C0010668;Atypical hyperplasia
C0202087;Immunoblotting
C0008350;Cholangiocarcinoma
C0719214;Disease
C0035950;Ruminants
C1418715;Colonic Neoplasms
C1333242;Enzymes
C0007022;Cirrhosis
C0023985;Endoscopic dilatation
C0061622;Glycocalyx
C0008357;Vaccines
C0948075;Male population group
C0007028;Scientific Study
C0022658;Patients
C0023981;Hospitals Cancer
C0181464;Needle knife
C0035953;Patients
C0010674;Persons
C2983134;Federation of Gynecology and Obstetrics
C0181467;Staple Surgical
C0338908;Mus
C0050975;Neoplastic Cell Transformation
C0034624;recurrent cervical cancer
C0227375;Varicosity
C1308278;Quantitative Reverse Transcriptase PCR
C1418724;Adverse reactions
C1335892;mRNA Expression
C0086930;mercaptopurine/methotrexate/vincristine
C0795617;Cell Proliferation
C0008320;Colorectal Neoplasms
C1418727;Patients
C0086934;DHX58 gene
C0009653;Acute colitis
C0008325;Finding of body mass index
C0085605;Multiple Organ Failure
C0684072;albino rat
C0022625;Pharmaceutical Preparations
C0008328;Peptides
C0949366;Colorectal Carcinoma
C1418729;Colorectal Neoplasms
C0251006;protein expression
C1333237;DNA Repair-Deficiency
C0936060;JUN kinase activity
C0062970;Mus
C0227385;Adenocarcinoma
C0227386;Varicosity
C0011980;Hernia
C0021308;Infarction
C1418735;Woman
C0684063;Eukaryota
C0009663;Front of neck
C0007004;Moringa oleifera leaf extract
C0022631;Persons
C0457406;Hinge (physical object)
C0193425;Reconstructive Surgical Procedures
C0227389;Large Mass
C0007007;Growth
C0227387;Colon Carcinoma
C0007009;Liquid Chromatography
C0227388;Phlebitis
C0034606;Relative (related person)
C0238033;Patients
C0180112;Pharmaceutical Preparations
C0010654;Taurine
C0010651;Early complication
C0010658;Patients
C0034603;Evaluation
C0010656;TNF-related apoptosis-inducing ligand
C0940933;Surgeon
C1335875;YTHDF2 gene
C1335872;Myeloid-Derived Suppressor Cells
C0385242;JUN kinase activity
C0940937;Diagnosis Noninvasive
C0060323;Thromboembolism
C0314961;Malignant neoplasm of urinary bladder
C1551338;Entity
C0179108;Brachytherapy
C0008307;Evaluation
C0769345;caspase-5
C1537028;Relative (related person)
C0010626;Presacral space
C0203306;Intraoperative echography
C0204636;Patients
C1333218;Stage III Colon Cancer
C0205969;Adenocarcinoma
C1333214;Neoplastic Cell Transformation
C1335876;Neuroblastoma
C1334532;MSH6 gene
C0085610;Sinus bradycardia
C0008310;Biliary stricture
C0008312;Autoimmune Diseases
C0008311;Sarcoidosis
C0022614;Pain Intractable
C0008318;Immune response
C3489393;Malignant neoplasm of stomach
C3874484;Anti-Inflammatory Agents
C3898473;Interventional procedure
C0242903;Pharmaceutical Preparations
C1333203;Mutation
C1333206;Brain Neoplasms
C1513041;Patients
C1335850;FOXP3 gene
C1540661;cell fate
C0023911;Transplantation
C0074992;Superficial ulcer
C0010606;Organoids
C1710701;YES1 wt Allele
C1709707;Proportion
C1710706;Cancer-Associated Fibroblasts
C0539219;PPP6C protein human
C1622271;neutrophil degranulation
C1335858;DNA
C0011933;Subgroup A Nepoviruses
C1310550;CST9 gene
C0023928;Birth
C1334510;melanoma
C1335841;SMARCA4 gene
C3274902;Neoplasms
C0553576;Systemic mycosis
C1335840;other medicated shampoos in ATC
C0194710;Disease
C0086965;Long Term Survivorship
C0086969;cancer therapy
C0085639;Metastasectomy
C0600388;Phosphatidylethanolamine Binding Protein
C0301630;Reduction (chemical)
C0625700;Autophagy
C0194708;Excision of inguinal lymph nodes group
C0167117;Mus
C2935436;HER2-positive carcinoma of breast
C0530870;Pharmaceutical Preparations
C1096745;Ergocalciferol
C1335843;SMARCA2 gene
C1334512;Patients
C0202010;Laboratory Procedures
C1879848;Biomedicine
C0940978;Syndrome
C0085668;Mus
C0085669;Leukemia Myelocytic Acute
C0227317;Intraepithelial Neoplasia
C0060369;Growth
C2609259;Detection
C0912024;Anisomycin
C1096776;Ambulatory Care Facilities
C1155676;Cell Cycle Progression
C0242957;Extracellular Signal Regulated Kinases
C1513095;Genes Regulator
C1334508;Epithelial proliferation
C0145779;Malignant neoplasm of breast
C0554836;Malignant neoplasm of lung
C0011911;Syndrome
C1335837;Glycolysis
C0554837;Patients
C0949307;sample fixation
C0795674;Liver carcinoma
C0314924;Bacteroides thetaiotaomicron
C2935448;colon growth
C0085652;Dermatologic disorders
C0023903;Mice Nude
C0086982;Eukaryotic Cells
C0085653;Cohort
C0060375;fibromodulin
C0023907;Liver Regeneration
C0227327;Thickened
C1308226;SDHB protein human
C0058056;Gastrointestinal Motility
C0229985;Vitality
C0023901;angiogram
C1155661;durvalumab
C0227322;Patients
C0539266;Malignant neoplasm of gastrointestinal tract
C0011929;Physical and emotional exhaustion state
C0168424;Tumor Suppressor Genes
C0011923;Metastatic Lesion
C0302912;Bile duct carcinoma
C0071042;Patients
C0795692;Lactates
C0242937;Surgeon
C1335812;Neoplasm Metastasis
C0242939;Colorectal Cancer pT1 TNM Finding v6 and v7
C1537044;protein activity
C1853237;Patients
C0084340;Carcinogenesis
C0085672;Negative
C3274946;Decedent
C0060397;Chloroquine
C0854467;Fluorouracil
C0085678;Obstruction
C0227306;Duodenum
C4284724;Secondary malignant neoplasm of lymph node
C0227300;Macrophage Activation Syndrome
C0011906;Indicators
C3260303;colonoscopy
C0011905;Colonic Polyps
C0227308;CCL2 protein human
C3260300;Adenoma dysplasia
C0011900;Abnormality
C1335804;Pharmaceutical Preparations
C0638953;oxaliplatin
C0878500;Vaginal intraepithelial neoplasia
C0854532;Lethal
C1709771;Primary Carcinoma
C1514428;Cytoreductive Surgery
C0058087;Neoplastic Cell Transformation
C1708438;Woman
C0600457;Decidua
C0347001;Rectal mucous membrane
C1527755;Carcinogenesis
C0085694;Cholelithiasis
C0085695;Chronic gastritis
C1527752;Receptors Tumor Necrosis Factor Member 10b
C1709780;Gallbladder
C0878517;T-Lymphocyte
C0399935;Patients
C0600449;Biosynthetic Pathways
C0347011;Patients
C4476917;Chemotherapy Adjuvant
C3538813;Klinefelter Syndrome
C0347016;Patients
C0083032;Interleukin 7 Receptor
C0349672;Low dose rate brachytherapy
C0083031;cytokine
C1708460;Iatrogenic Lesion
C0805586;Community
C1275743;Alopecia
C0600438;Weakness
C0132555;Nitric Oxide Synthase
C1263762;Neoplasms
C0205903;Program
C0205908;Patients
C1707128;CHEK1 wt Allele
C0347023;Operative Surgical Procedures
C1009574;MBD4 gene
C1539711;Homo sapiens
C0600420;Proxy
C1708464;Magnetic Resonance Imaging
C0553580;Sarcoma
C1311906;Angiogenesis Inhibitors
C3538862;Pharmaceutical Preparations
C0699900;bergenin
C2827382;Protein Biosynthesis
C1453024;Chronic Obstructive Airway Disease
C0373345;Prostate
C1539765;Neoplastic Cell Transformation
C3538869;Multiple tumors
C0577559;Abdomen
C0348374;vinyltriethoxysilane
C1262481;Eosinophilic gastroenteritis
C0071095;pinocembrin
C0071097;Mus
C4018909;Patients
C0385333;Tumor tissue sample
C0205944;Sarcoma
C0663937;TSC1 protein human
C1428093;DOCK10 gene
C0132513;Pharmaceutical Preparations
C0132515;Esophagus
C1262471;Substance administration
C1539745;Body tissue
C1262477;Basis
C0205945;Canis familiaris
C0854519;Malnutrition
C0325628;Meleagris gallopavo
C0744176;Patients
C2827365;Toxic effect
C1514474;Rectal Neuroendocrine Neoplasm
C1275771;Salmonella enterica subsp. salamae
C1539750;Hepatocarcinogenesis
C3812213;Secondary Neoplasm
C0805525;Membrane
C1697746;Rectal Obstruction
C1428025;Colonic epithelium
C1428023;Colorectal Cancer
C3826857;CISH protein human
C3825521;primary tumor
C4282042;Stage III Colon Cancer
C1119921;Protein Component
C1658122;Mitosis
C3814864;colon growth
C2744579;Protoplasm
C0276264;Sexually Transmitted Diseases
C0227296;Adenosquamous carcinoma
C0227292;Infiltration
C1417395;TP53 gene
C0745472;jaundice painless
C1453005;Chitosan
C0686619;Stage III Colon Cancer
C0277599;Multiple Organ Failure
C1119918;Mental disorders
C0699919;Plants Medicinal
C3813556;Hypomethylation
C0699918;Elastases
C3272283;Advanced adenomas
C4078586;SR9243
C3272281;disorder control (procedure)
C0732165;Carcinoid syndrome diarrhea
C2984480;POU5F1 protein human
C3887804;Persons
C1417334;Radiation
C1416001;Intestines Small
C0033262;Lyase
C0034595;Radioisotopes
C2697752;Accumulation
C0045246;22'-azino-di-(3-ethylbenzothiazoline)-6-sulfonic acid
C1419991;METTL3 gene
C1419992;Discrepancy
C3838887;Retrospective Studies
C1419994;SRSF3 gene
C0021270;Infant
C0684017;Colorectal Carcinoma
C0684004;Secondary Neoplasm
C0033251;Proctoscopy
C1383501;Phosphoproteins
C0021289;Infection
C0745442;Pharmacotherapy
C1418674;Inflammatory Bowel Diseases
C2744535;Malignant neoplasm of kidney
C0277545;Patients
C0278883;bevacizumab
C0277552;Patients
C1443643;Multiple Myeloma
C0277554;primary disorders
C0277553;Idiopathic disease
C0337664;Microsatellite Instability
C0034573;AIR FLUID LEVEL (finding)
C0699967;Taxotere
C1831808;rivaroxaban
C4054580;Patients
C1285158;Unresectable Malignant Neoplasm
C1514402;Operative Surgical Procedures
C0033246;regorafenib
C2829932;Malignant neoplasm of gastrointestinal tract
C3849511;ANGPT2 protein human
C0277556;Chemotherapy Adjuvant
C0277555;Secondary disease NOS
C3825589;Diagnosis clinical
C0277565;Patients
C0277564;Acquired disease
C0034561;Recombinant Human Epidermal Growth Factor
C0045214;Angiogenic Process
C1285162;Degenerative disorder
C0337672;Malignant Neoplasms
C0010583;bevacizumab
C1420702;WFDC2 protein human
C1420701;Body tissue
C1420708;Cultured Cell Line
C0022567;matriptase
C0021236;tryptophan analog
C0023896;Italians
C1420706;Colonic mucous membrane
C0021234;Nodule of liver
C0023895;Digestive System Disorders
C0008269;Antimalarials
C0045206;Adenosine
C0023890;Colonic varices
C2936452;Patients
C0023891;Performance
C0238124;Abdomen
C0033228;HT29 Cells
C1879915;Patients
C0010590;Interleukin-12
C0227481;Secondary malignant neoplasm of liver
C0034541;Patients
C1419727;Methyl-CpG-Binding Protein 2
C4054774;High-performance Liquid Chromatography-UV
C0021246;Pancreatic stent
C0914594;Cytoplasm
C4319834;Leukemia Myelocytic Acute
C0687670;29+
C1420716;Eosinum eosin Homeopathic preparation
C1384515;Multiple polyps
C4524855;Patients
C0952877;SODIUM THIOGLYCOLATE
C0061704;Bile Acids
C0021242;Tumor cells uncertain whether benign or malignant
C0033213;World
C4042794;recurrent prostate cancer
C3887624;Multiple tumors
C0253754;Alamar Blue
C1418401;Advanced Malignant Solid Neoplasm
C0193594;Communicable Diseases
C0008240;rosoxacin
C1418403;Malignant Neoplasms
C1418404;PDCD4 gene
C0034530;Lung
C0023875;Th17 Cells
C1420728;Embryonic Development
C0021212;Laxatives
C0022548;Patients
C1829645;Hydrolysis
C0240421;Woman
C2936470;Interventional procedure
C0673013;Proto-Oncogene Proteins c-akt
C0673011;Homo sapiens
C0021210;Malignant tumor of colon
C0034533;Whole-Abdominal Irradiation
C0238106;Molecular Imaging
C3887634;Anastomotic Leak
C0033204;Probability
C2936478;Cold Plasma
C0035869;Child
C0034538;Migration Cell
C1419743;Phosphorylation
C1419746;Colorectal Carcinoma
C0939895;CXCR4 Receptors
C0009586;Intervention regimes
C3887642;Extracellular Vesicles
C0444498;Cytotoxic T-Lymphocytes
C0023885;Liver Abscess Pyogenic
C4524837;Malignant Neoplasms
C0023884;Laceration
C3899629;Dyes
C1419741;HT29 Cells
C0673026;Prominin-1 human
C0455142;Patients
C0949216;Small bowel obstruction
C0180279;Cell Count
C0949219;Patients
C1817666;Relative (related person)
C0034525;Curcumin
C0238115;Boerhaave syndrome
C0337920;Neoplasms
C0060400;Antibiotics
C4524824;Dysplasia
C0009555;Disease Progression
C0085704;Hernia
C0009556;Screening procedure
C4524827;Cohort
C2936494;MicroRNAs
C0265783;Syndrome
C2985420;TNFRSF9 gene
C0949266;Patients
C2936499;Gastrectomy
C1166607;Inflammasomes
C0034510;Racial group
C1334229;Intestinal Intraepithelial Neoplasia
C0011882;Diabetic Neuropathies
C1143976;macrophage
C0443147;Family
C0009566;Postoperative Hemorrhage
C2985436;Apoptosis
C2985438;Transformation function
C2985439;Cell Count
C3825392;Duplex ultrasonography
C0877071;Control Groups
C0073716;rutecarpine
C0011884;Diabetic Retinopathy
C0010558;Pharmaceutical Preparations
C0686377;Neoplasms
C1142652;Cytomegalovirus
C1335532;multiple pathologies
C1336860;Undifferentiated Malignant Neoplasm
C0008203;Pharmaceutical Preparations
C0058108;mitochondrial toxicity
C2371925;Patients
C0699680;MicroRNA Gene
C0180249;Injury of intestine
C0059438;Fluorouracil
C1311561;Cell Survival
C1336869;Gastrointestinal tract reconstruction
C0011860;Gastrointestinal sequelae of disorders
C0769218;Caco-2 Cells
C1384573;Rectal Carcinoma
C4078701;Feeling suicidal (finding)
C0061764;Intestines
C1419703;Tumor cells malignant
C1419705;Cell Proliferation
C0337954;Biopsy of prostate
C0444454;Cytotoxic T-Lymphocytes
C0455107;Injection of heart
C0432487;early identification
C1155964;protrusion
C0674396;rosoxacin
C0432485;Patients
C1155966;Cell Shape
C0072402;Hypoxia
C1831994;Liver and Intrahepatic Biliary Tract Carcinoma
C1831992;PMAIP1 gene
C0085741;BECN1 wt Allele
C0215407;Catenins
C0060444;Flavonols
C0023810;interleukin-6 production
C0058126;Colorectal Neoplasms
C1565860;Dinoprostone
C1335519;Adenocarcinoma
C1336848;Cancer Cell Growth
C0035804;topiramate
C0023828;Biologic Development
C0023827;Liposarcoma Dedifferentiated
C0940824;Endoscopy (procedure)
C0085732;Augmentation procedure
C0085733;Pain Intractable
C0023821;macrophage
C0023820;Lipoproteins
C0009521;Neutrophil Extracellular Traps
C0023824;Patients
C0009528;Patients
C0023822;NF2 gene
C0600047;Patient counseling
C0865016;Carcinomatosis secondary
C0865015;Peritoneum
C0011847;Liver Cirrhosis Alcoholic
C0011849;Negative
C1384593;Screening procedure
C0203418;Thickened
C1095785;Polysaccharides
C1563226;Patients
C0072453;Proto-Oncogene Protein c-met
C0011816;toll-like receptor 4 signaling pathway
C0083104;Diarrhea
C0202118;Care setting
C1336827;Tropical Disease
C0085756;reception
C0193504;Patients
C1865377;Small lymph nodes
C0023801;Intestines
C0071112;Adenocarcinoma
C2936405;Neoplasms
C0059497;polyphenols
C3887654;Negative
C0085786;CDKN2B-AS1 gene
C0084455;Glycolysis
C4331504;Dysbiosis
C1176007;DNA Damage
C0227435;Malignant Neoplasms
C4283742;Ceramide Glucosyltransferase human
C0072470;Anal Gland Neoplasms
C2262744;lipid homeostasis
C0542565;Patients
C0600015;Health Care
C2936411;Lithocholic Acid
C0914559;Plasma
C1880945;statistical cluster
C0240417;Patients
C0194810;recurrent prostate cancer
C0542559;Community
C1565830;Cancer-Associated Fibroblasts
C0072461;Malignant Neoplasms
C0072460;Cancer Cell Growth
C0940836;functional measurement
C0879615;Jejunum
C0143251;Tumor Progression
C0227414;Human papilloma virus infection
C3272410;Adenocarcinoma
C0227411;Multiple lesions
C0058187;Aberrant Crypt Foci
C0301944;Rectal Carcinoma
C0194804;Tertiary care hospital
C1176020;Edema
C1622116;Proteolysis
C2321625;Patients
C0481430;Woman
C2924460;Patients
C3887684;LATS2 gene
